City,ComfortableRetirees,DiverseWorkers,ElderMidscaleClass,EliteHouseholds,MassMarkets,ModestFamilies,ProsperousAcheivers,UpscaleMatures,WellheeledAffluents,YoungAffluentMobiles,YoungUpscaleFamilies,YoungUrbanMasses,Total
Dodge,45,28,146,9,83,4,11,31,4,10,33,25,429
Dodge Center,40,22,60,31,417,21,42,12,5,63,49,37,799
Dodge City,123,1717,407,144,687,489,160,62,171,265,308,895,5428
Dodgeville,40,173,314,96,386,40,75,43,18,38,344,63,1630
Dodson,72,175,63,2,57,1,4,7,2,4,12,14,413
Doe Hill,9,9,11,0,13,0,2,13,1,1,8,2,69
Doe Run,9,141,37,3,32,2,1,11,0,2,14,7,259
Doerun,127,121,144,5,48,17,5,4,2,2,29,78,582
Dola,4,1,21,1,20,0,4,10,1,10,26,2,100
Dolan Springs,604,28,4,0,1,0,1,1,0,0,0,0,639
Doland,5,7,47,1,10,0,1,18,2,4,9,7,111
Dolgeville,33,190,208,11,253,4,28,7,2,16,60,55,867
Dolliver,4,4,12,3,5,0,2,9,1,2,9,2,53
Dolomite,59,64,14,1,97,0,5,9,0,5,27,4,285
Dolores,107,40,495,1,191,1,20,44,4,15,36,31,985
Dolph,17,19,9,0,5,0,2,1,0,0,0,1,54
Dolphin,40,19,37,1,12,2,3,3,0,1,3,17,138
Dolton,300,96,426,8,1187,38,219,48,7,41,883,795,4048
Donahue,3,1,7,12,17,0,18,61,3,16,65,3,206
Donald,3,0,15,0,15,0,6,129,0,7,9,11,195
Donalds,83,240,119,0,90,1,3,2,2,4,3,47,594
Donaldson,69,115,165,2,79,2,6,19,0,5,11,15,488
Donaldsonville,180,459,261,28,516,328,23,63,36,11,65,163,2133
Donalsonville,110,945,255,6,253,36,9,28,2,6,31,21,1702
Donegal,18,19,28,1,24,0,4,3,0,1,8,1,107
Dongola,74,107,142,4,76,0,20,8,2,3,16,13,465
Donie,4,7,45,0,9,0,1,6,0,1,2,5,80
Doniphan,229,1323,115,3,317,11,39,65,8,15,162,43,2330
Donna,290,5117,55,1,685,119,3,11,1,13,73,20,6388
Donnellson,35,54,244,8,74,5,38,26,6,38,48,28,604
Donnelly,6,5,198,2,17,0,10,49,3,4,20,19,333
Donnybrook,2,2,10,1,8,0,3,13,1,1,25,3,69
Donora,220,635,48,3,56,77,24,6,4,9,7,23,1112
Donovan,8,15,54,4,10,1,5,4,2,3,12,7,125
Doole,6,0,5,0,1,0,0,1,0,0,0,0,13
Doon,5,4,24,7,109,0,4,4,4,2,29,5,197
Dora,310,449,469,8,335,2,32,62,4,30,204,43,1948
Dorchester,577,3022,447,110,7544,774,186,47,14,692,780,2992,17185
Dorchester Center,473,701,522,24,2086,379,316,82,9,422,758,3428,9200
Dorena,18,25,71,2,20,0,7,16,1,1,3,31,195
Dornsife,7,25,24,1,15,0,4,6,1,3,2,6,94
Dorothy,68,18,47,6,31,0,22,14,1,2,29,5,243
Dorr,27,17,134,32,782,1,91,16,0,99,407,3,1609
Dorrance,39,6,5,0,4,0,3,6,0,1,5,1,70
Dorris,81,160,9,2,3,4,2,1,1,0,3,2,268
Dorset,17,60,69,9,148,0,195,48,5,17,80,9,657
Dorsey,5,6,7,5,8,0,42,19,8,7,94,1,202
Dos Palos,85,454,168,12,391,17,17,9,7,24,109,293,1586
Dos Rios,24,2,3,0,0,0,0,0,0,0,0,1,30
Doss,1,2,8,0,3,0,2,3,2,1,2,1,25
Doswell,26,4,23,54,17,0,38,76,27,46,99,4,414
Dothan,1959,5598,1048,141,3167,1054,985,348,248,1144,672,898,17262
Double Springs,81,539,84,3,158,25,17,9,2,4,16,15,953
Douds,13,5,30,2,27,0,6,2,0,1,2,1,89
Dougherty,2,3,17,1,14,0,2,4,2,1,2,1,49
Douglas,1095,4445,596,622,1877,797,479,197,159,650,1280,981,13178
Douglas City,63,2,113,0,1,1,0,2,0,1,2,2,187
Douglass,34,51,198,39,230,2,36,71,10,31,136,73,911
Douglassville,166,172,398,820,253,1,157,174,31,371,268,79,2890
Douglasville,323,2052,545,1280,7265,483,474,190,338,1682,2366,1409,18407
Dousman,10,2,124,147,124,0,193,113,136,131,397,59,1436
Dove Creek,47,10,246,0,5,0,1,1,0,3,2,4,319
Dover,1993,5450,3220,1870,9468,1232,2919,1830,1730,3931,5071,3298,42012
Dover Afb,0,0,0,0,0,0,0,0,0,0,0,31,31
Dover Foxcroft,148,268,270,5,136,21,20,42,2,4,36,72,1024
Dover Plains,48,6,77,79,129,1,42,356,21,62,257,51,1129
Dow,4,3,8,5,62,0,21,38,4,9,68,10,232
Dow City,9,5,64,2,69,0,6,7,5,7,29,16,219
Dowagiac,136,1203,671,13,163,257,69,170,64,29,87,95,2957
Dowelltown,76,181,21,0,35,2,5,4,0,2,6,5,337
Dowling,14,43,98,12,52,0,7,28,8,3,34,8,307
Downers Grove,374,178,953,1035,1163,6,972,512,712,2838,2477,740,11960
Downey,678,571,622,387,4663,968,814,530,291,1082,5074,2411,18091
Downieville,22,1,6,0,1,0,0,18,1,0,0,2,51
Downing,40,128,41,2,115,3,5,6,4,15,30,10,399
Downingtown,14,126,271,2425,743,15,661,417,803,1516,1015,1176,9182
Downs,77,123,14,64,20,4,125,53,15,53,66,11,625
Downsville,111,143,222,7,484,2,18,46,3,10,51,12,1109
Dows,21,36,126,4,6,3,15,9,6,3,9,6,244
Doyle,255,128,37,1,40,0,3,4,1,2,11,6,488
Doylesburg,2,7,36,1,43,0,1,1,2,1,3,13,110
Doylestown,237,173,338,1276,385,25,1579,1079,2133,2483,1278,202,11188
Doyline,68,133,210,4,247,20,24,23,5,2,29,32,797
Dozier,43,77,14,0,12,7,0,2,0,1,2,3,161
Dracut,115,6,165,819,375,3,1086,222,514,1275,869,412,5861
Drain,240,58,114,2,11,1,5,5,0,2,2,15,455
Drake,63,10,45,3,23,1,63,90,8,15,21,28,370
Drakes Branch,88,144,48,3,54,8,5,2,0,1,9,20,382
Drakesboro,70,175,14,4,67,1,5,3,1,2,8,1,351
Drakesville,16,44,50,7,29,0,8,9,1,3,13,4,184
Draper,93,61,136,2637,782,8,217,113,95,1730,438,507,6817
Drasco,108,52,101,3,110,2,15,14,2,6,5,6,424
Dravosburg,68,56,46,2,103,4,14,17,8,1,25,61,405
Drayden,1,0,1,35,1,0,31,5,29,35,20,6,164
Drayton,24,9,127,4,15,4,20,18,6,6,16,8,257
Drennen,3,4,25,0,8,0,0,0,0,1,2,0,43
Dresden,418,809,400,48,397,65,36,140,16,46,244,150,2769
Dresher,1,0,1,74,2,0,46,12,690,110,62,2,1000
Dresser,8,11,86,9,113,3,59,25,4,57,54,65,494
Drew,33,291,100,1,77,64,3,8,0,6,16,35,634
Drewryville,43,47,11,1,20,1,2,3,1,1,2,13,145
Drewsey,8,2,5,0,6,0,1,6,0,0,4,8,40
Drexel,14,38,182,9,60,1,8,12,3,24,54,15,420
Drexel Hill,48,177,267,379,1280,20,621,220,91,1188,897,1322,6510
Driftwood,19,18,82,120,37,0,50,123,165,126,35,13,788
Driggs,22,14,15,6,255,5,16,16,0,48,28,200,625
Dripping Springs,23,10,90,341,267,0,341,376,501,335,548,57,2889
Driscoll,7,3,10,1,9,0,5,6,2,4,6,1,54
Driver,0,0,0,0,0,0,0,0,0,0,0,0,0
Drummond,149,18,64,2,137,0,7,18,2,4,28,19,448
Drummond Island,70,31,165,2,27,2,2,11,7,1,5,2,325
Drummonds,20,99,76,21,402,1,54,13,5,58,129,89,967
Drumore,4,7,10,6,34,0,8,21,3,13,94,38,238
Drumright,251,405,200,2,197,23,5,19,1,8,37,74,1222
Drums,54,44,470,19,204,2,219,186,7,242,293,16,1756
Drury,118,46,30,2,13,0,1,3,0,0,3,4,220
Dry Branch,86,87,67,1,175,1,3,3,1,3,3,12,442
Dry Creek,70,43,44,2,85,0,3,1,0,3,13,2,266
Dry Fork,71,74,198,20,266,11,41,44,14,28,83,21,871
Dry Prong,43,265,212,21,153,7,16,31,2,18,76,110,954
Dry Ridge,97,277,89,17,861,22,78,43,21,45,154,209,1913
Dry Run,3,6,9,1,29,0,0,1,1,0,3,10,63
Dryden,163,430,163,54,458,17,257,293,27,214,439,282,2797
Dryfork,13,4,17,0,6,0,0,0,0,1,1,0,42
Du Bois,418,1040,631,33,574,222,338,142,14,107,708,187,4414
Du Pont,12,43,7,0,43,10,1,1,0,1,9,3,130
Du Quoin,167,763,151,10,377,115,39,73,7,21,153,120,1996
Duanesburg,11,4,21,35,45,0,97,36,58,93,62,11,473
Duarte,170,147,648,373,931,2,370,118,448,423,599,265,4494
Dubach,49,107,37,43,333,5,32,40,4,44,160,59,913
Dubberly,23,81,52,1,62,1,8,8,3,4,11,16,270
Dublin,1239,1532,1222,9134,2866,868,1239,1064,1985,6095,2216,3712,33172
Dubois,465,34,135,9,273,0,14,13,4,6,23,32,1008
Dubuque,588,3019,2617,869,2334,569,1634,1153,278,1160,842,260,15323
Duchesne,7,1,44,8,328,0,6,32,0,11,104,6,547
Duck,100,166,22,0,11,4,0,1,0,0,2,2,308
Duck Hill,120,192,41,2,104,17,1,2,1,2,9,11,502
Duck River,22,73,31,1,67,2,2,2,1,2,5,15,223
Dudley,213,803,658,412,942,38,463,187,67,220,381,557,4941
Due West,98,53,52,0,50,1,1,5,0,1,5,8,274
Duff,64,220,2,0,4,2,2,0,0,2,0,2,298
Duffield,636,145,137,5,196,15,9,13,2,8,18,26,1210
Dufur,116,5,10,5,16,1,13,15,2,5,20,20,228
Dugger,36,14,58,4,124,1,2,6,1,12,23,23,304
Dugspur,72,18,106,2,32,4,5,7,0,4,11,19,280
Dugway,7,3,5,1,57,0,0,3,0,10,17,55,158
Duke,14,112,16,0,21,2,3,2,2,0,2,2,176
Duke Center,7,11,108,1,24,0,2,2,1,0,3,1,160
Dukedom,18,17,16,2,12,0,0,2,0,3,9,3,82
Dulac,9,85,32,0,104,0,1,1,1,1,26,2,262
Dulce,0,16,48,0,578,0,0,0,0,0,3,12,657
Duluth,1284,2166,2559,3017,3430,4110,2821,2190,2251,4018,6144,11677,45667
Dulzura,2,0,4,1,4,0,26,4,2,8,6,1,58
Dumas,263,1846,259,50,868,248,198,95,82,186,125,568,4788
Dumfries,63,30,67,1873,454,9,327,22,1157,396,586,806,5790
Dumont,120,42,166,526,69,0,747,274,437,295,869,67,3612
Dunbar,189,861,479,21,512,104,110,108,45,73,229,1020,3751
Dunbarton,0,0,0,224,1,0,61,6,27,49,178,0,546
Duncan,783,2511,1700,257,1155,430,450,141,160,487,555,759,9388
Duncan Falls,8,22,86,2,63,0,15,3,1,9,11,9,229
Duncannon,50,169,214,35,197,19,231,140,45,15,506,95,1716
Duncansville,312,169,1146,102,523,3,115,217,38,65,348,123,3161
Duncanville,186,642,599,337,1965,116,484,292,239,552,944,1493,7849
Duncombe,20,8,32,2,82,1,6,7,1,2,8,14,183
Dundalk,391,974,1253,287,1540,1177,1172,586,90,682,1610,1646,11408
Dundas,25,15,117,34,100,2,25,42,18,109,53,24,564
Dundee,471,936,931,458,1471,119,529,441,331,1045,1271,458,8461
Dunedin,2728,1656,1702,136,1018,74,665,319,196,323,161,619,9597
Dunellen,20,1,51,412,138,3,259,109,372,748,335,161,2609
Dungannon,100,89,14,1,28,1,3,1,0,1,7,6,251
Dunkerton,13,6,36,4,45,0,16,10,11,10,188,10,349
Dunkirk,367,1760,712,339,633,266,246,201,474,213,340,79,5630
Dunlap,376,1292,322,174,488,74,309,273,291,434,345,88,4466
Dunlevy,13,8,16,1,3,5,2,1,1,1,3,4,58
Dunlow,14,119,2,0,2,0,0,1,0,0,1,1,140
Dunmor,19,48,73,1,33,0,3,4,1,2,9,2,195
Dunmore,4,17,30,0,18,0,0,1,0,0,1,1,72
Dunn,587,1625,512,34,849,419,31,163,24,84,164,856,5348
Dunn Center,33,6,21,1,3,0,2,6,0,1,1,1,75
Dunn Loring,0,0,0,70,0,0,7,1,197,127,3,6,411
Dunnegan,41,55,23,1,19,0,3,1,0,0,2,5,150
Dunnell,10,8,14,1,22,0,3,29,2,1,3,2,95
Dunnellon,2210,2883,961,6,511,5,358,584,33,76,157,56,7840
Dunnigan,12,6,142,2,14,0,11,40,6,4,49,61,347
Dunning,7,6,9,0,2,1,0,0,0,0,2,13,40
Dunnsville,47,21,66,7,175,2,23,25,7,2,17,40,432
Dunnville,57,93,46,2,65,2,1,2,0,1,8,6,283
Dunseith,24,505,16,0,13,4,4,2,2,0,4,27,601
Dunsmuir,95,225,93,0,17,39,3,23,2,0,3,49,549
Dunstable,0,0,3,201,5,0,56,11,190,76,33,2,577
Dupo,11,67,69,10,496,1,64,7,5,41,215,72,1058
Dupont,6,58,27,386,86,1,25,52,24,1030,86,159,1940
Dupree,6,229,2,0,1,56,0,0,0,0,2,4,300
Duquesne,54,708,35,1,15,426,32,8,3,3,5,13,1303
Durand,302,733,555,38,599,21,175,102,31,54,580,81,3271
Durango,71,238,1068,102,1421,555,529,384,254,751,1504,1415,8292
Durant,485,1048,352,74,1255,1297,155,121,29,224,186,616,5842
Durbin,56,15,9,0,3,0,0,2,0,0,1,2,88
Durham,1898,7742,3599,2301,9574,11515,2999,2869,957,10530,3268,4778,62030
Durhamville,10,3,25,1,160,0,20,27,5,5,39,7,302
Duryea,28,104,354,61,78,15,34,90,1,30,108,82,985
Dushore,82,155,130,1,73,36,21,10,3,11,34,32,588
Duson,37,222,116,56,1354,70,17,36,9,145,186,121,2369
Dustin,69,70,7,0,11,0,0,0,1,1,0,0,159
Dutch Flat,6,2,15,2,17,0,16,45,4,2,18,7,134
Dutch Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0
Dutch John,57,1,2,0,1,0,0,0,0,0,0,3,64
Dutton,87,308,150,8,62,3,25,51,5,9,39,23,770
Duvall,0,1,5,1066,10,0,124,13,46,424,348,1,2038
Duxbury,4,0,12,592,1,0,145,167,1409,444,37,0,2811
Dwale,7,38,2,0,3,2,0,0,0,0,1,1,54
Dwight,74,100,233,15,462,9,26,54,22,28,196,89,1308
Dyer,160,331,293,535,663,16,617,506,124,701,861,30,4837
Dyersburg,413,1517,542,119,782,448,237,170,68,88,668,764,5816
Dyersville,55,236,218,36,268,7,71,78,10,40,145,8,1172
Dyess,35,59,10,1,22,5,1,0,1,0,3,10,147
Dyess Afb,0,0,0,0,2,0,0,0,0,0,9,312,323
Dyke,5,8,20,11,25,0,46,23,8,16,61,5,228
Dysart,42,31,121,18,111,0,35,44,25,15,103,40,585
Eads,73,57,238,224,104,6,119,99,16,339,235,37,1547
Eagar,39,28,933,3,21,1,8,8,4,6,35,32,1118
Eagle,152,66,406,1287,632,38,917,854,302,739,2067,348,7808
Eagle Bay,6,4,4,0,8,1,3,144,0,1,2,1,174
Eagle Bend,31,52,94,7,78,3,16,7,1,4,20,1,314
Eagle Bridge,26,8,120,15,98,0,25,45,2,10,18,20,387
Eagle Butte,3,434,3,0,44,71,1,3,0,0,7,31,597
Eagle Creek,24,4,86,16,231,0,48,63,18,31,115,16,652
Eagle Grove,143,254,65,9,214,6,49,50,6,13,26,47,882
Eagle Lake,298,544,157,44,364,38,72,84,5,131,254,163,2154
Eagle Mountain,3,5,14,57,1669,0,5,5,2,314,814,7,2895
Eagle Nest,3,2,68,1,1,0,1,50,0,2,2,4,134
Eagle Pass,1654,5405,94,2,387,138,34,33,0,21,395,151,8314
Eagle Point,186,266,739,16,787,22,169,186,42,95,209,303,3020
Eagle River,296,424,845,1965,297,4,395,214,258,1210,603,290,6801
Eagle Rock,113,152,235,9,172,2,30,45,13,13,19,21,824
Eagle Springs,40,235,62,1,21,3,8,8,2,4,17,27,428
Eagletown,54,118,25,0,43,1,0,0,0,0,0,1,242
Eagleville,23,56,160,16,94,1,19,13,6,100,124,32,644
Earl Park,16,19,45,4,31,2,2,3,2,2,6,12,144
Earle,180,148,24,1,45,90,3,2,1,1,9,65,569
Earleton,5,5,25,0,10,0,3,32,0,2,13,6,101
Earleville,48,25,147,18,65,0,112,92,33,75,161,18,794
Earlham,19,2,28,35,94,0,19,37,4,47,220,32,537
Earlimart,40,179,27,1,95,1011,0,1,1,3,22,154,1534
Earling,9,16,98,5,25,0,4,6,2,2,7,7,181
Earlington,41,173,19,0,44,20,5,6,1,1,8,11,329
Earlsboro,21,21,36,1,60,1,14,10,3,3,31,10,211
Earlton,40,12,64,6,93,4,7,22,6,16,21,41,332
Earlville,67,99,264,21,651,1,36,58,12,48,196,142,1595
Early,81,47,269,8,455,8,24,47,6,30,143,61,1179
Early Branch,114,128,25,4,29,4,3,7,1,1,3,17,336
Earlysville,12,2,18,218,35,1,159,154,49,165,224,46,1083
Earp,438,1,1,0,0,0,0,0,0,0,0,0,440
Earth,46,205,10,0,18,0,1,1,0,1,3,2,287
Earth City,0,1,0,0,0,0,0,0,0,0,1,0,2
Easley,694,2588,1046,227,3404,414,887,351,64,285,2022,270,12252
East Alton,109,1013,232,22,107,87,102,69,12,89,133,178,2153
East Amherst,6,7,87,1340,57,0,163,348,458,938,338,38,3780
East Andover,66,5,4,0,3,0,0,0,0,1,1,1,81
East Arlington,2,1,11,0,8,0,8,21,1,4,12,9,77
East Aurora,94,66,159,150,376,5,552,1057,136,474,306,215,3590
East Baldwin,2,0,19,2,44,0,1,10,0,2,20,6,106
East Barre,3,2,8,3,40,0,6,44,1,6,10,9,132
East Bend,91,366,459,16,478,9,20,38,1,26,58,87,1649
East Berkshire,3,4,6,0,12,0,1,1,0,1,4,3,35
East Berlin,37,8,227,168,429,1,310,104,45,98,304,115,1846
East Bernard,208,187,192,11,195,18,15,49,3,52,156,93,1179
East Berne,7,1,26,32,24,0,113,77,13,28,65,27,413
East Bernstadt,107,776,46,1,96,8,4,4,0,5,18,3,1068
East Bethany,9,3,40,3,17,0,22,58,17,23,61,33,286
East Boothbay,30,2,15,0,7,0,8,39,3,3,2,2,111
East Brady,50,156,79,5,28,0,13,5,4,2,13,38,393
East Branch,11,3,64,0,22,0,4,6,1,1,6,2,120
East Bridgewater,22,15,135,264,238,0,471,241,51,454,610,39,2540
East Brookfield,2,1,23,45,30,0,104,51,20,46,102,17,441
East Brunswick,114,8,149,1981,430,0,1116,642,742,1723,1032,619,8556
East Burke,16,28,73,2,30,0,4,8,5,4,5,8,183
East Calais,2,1,73,2,26,0,7,37,1,9,63,17,238
East Canaan,4,6,42,2,24,0,1,2,1,3,6,7,98
East Canton,206,200,425,4,229,37,30,65,14,16,32,32,1290
East Carbon,273,30,10,1,11,3,1,4,1,2,8,6,350
East Carondelet,7,17,21,4,247,1,22,6,2,4,11,39,381
East Charleston,14,9,2,0,6,0,0,0,0,0,0,0,31
East Chatham,5,5,20,6,19,0,36,99,8,82,35,5,320
East Chicago,545,2079,323,3,471,1391,68,28,0,1,24,609,5542
East China,64,142,186,35,453,8,64,225,11,129,130,32,1479
East Concord,10,4,24,9,83,0,38,16,1,18,73,13,289
East Corinth,9,6,50,2,11,0,4,5,1,4,11,4,107
East Dorset,8,1,45,1,11,0,29,16,4,17,11,6,149
East Dover,7,1,41,3,6,0,0,7,1,1,8,2,77
East Dublin,348,633,175,7,418,145,12,9,9,8,87,68,1919
East Dubuque,29,71,294,22,238,2,66,63,7,26,175,32,1025
East Durham,40,11,96,7,21,2,18,14,0,4,16,18,247
East Earl,12,12,376,32,203,2,43,18,3,112,110,181,1104
East Elmhurst,289,16,264,7,2840,0,320,136,0,1665,3740,1535,10812
East Fairfield,5,9,25,10,24,1,17,23,3,30,106,5,258
East Falmouth,166,60,853,137,563,1,356,963,30,411,688,63,4291
East Flat Rock,50,259,44,2,90,38,11,16,1,5,7,90,613
East Freedom,55,86,137,8,120,3,13,14,1,10,32,66,545
East Freetown,3,2,19,157,10,0,132,151,24,107,227,7,839
East Galesburg,5,10,40,0,11,20,11,20,1,4,12,20,154
East Glacier Park,2,54,1,0,19,0,2,0,1,2,1,9,91
East Granby,12,0,10,151,8,0,316,83,48,260,161,2,1051
East Grand Forks,67,65,279,50,348,15,160,85,24,135,592,208,2028
East Greenbush,26,3,98,251,102,0,217,269,25,383,233,195,1802
East Greenville,10,59,69,88,344,5,142,64,35,24,213,45,1098
East Greenwich,143,134,477,615,173,135,302,294,277,926,210,277,3963
East Haddam,3,0,16,194,9,0,157,29,214,182,204,4,1012
East Hampstead,2,0,3,50,9,0,77,19,300,85,64,1,610
East Hampton,29,6,266,1099,351,0,794,1055,564,1377,554,186,6281
East Hanover,0,0,2,154,3,0,430,36,998,164,278,1,2066
East Hardwick,22,14,67,1,73,0,3,8,0,3,15,17,223
East Hartford,818,572,400,736,921,1975,1096,239,300,340,966,2130,10493
East Hartland,1,0,0,39,0,0,106,15,82,30,13,0,286
East Haven,170,49,923,88,1045,42,1012,197,103,542,1025,1307,6503
East Helena,40,8,59,25,510,1,29,37,14,643,75,74,1515
East Hickory,29,6,34,0,2,0,4,6,2,2,2,2,89
East Islip,37,1,55,973,71,0,276,140,318,373,484,28,2756
East Jewett,23,2,7,1,11,0,2,9,0,1,3,2,61
East Jordan,27,890,274,3,119,25,62,19,13,14,29,8,1483
East Killingly,1,0,10,2,7,0,11,1,0,5,9,2,48
East Kingston,1,0,0,93,1,0,100,70,62,77,203,0,607
East Lansing,174,786,249,83,208,3356,113,83,25,725,1128,4627,11557
East Leroy,40,10,36,13,64,0,76,99,5,22,76,17,458
East Liberty,4,5,31,6,39,0,5,18,1,14,53,10,186
East Liverpool,881,1413,1151,30,400,599,57,184,21,32,181,103,5052
East Longmeadow,76,23,159,433,155,0,400,460,243,363,738,21,3071
East Lyme,12,0,34,286,7,0,183,109,411,133,177,19,1371
East Lynn,272,64,8,0,8,0,1,0,0,0,1,1,355
East Machias,17,66,228,2,60,0,2,6,0,2,4,9,396
East Marion,0,2,7,9,11,0,61,86,17,18,18,1,230
East Mc Keesport,55,66,60,9,147,32,9,2,2,3,8,136,529
East Meadow,428,20,189,341,159,0,1153,184,1537,512,1792,202,6517
East Meredith,9,15,100,3,34,0,9,31,3,3,20,28,255
East Millinocket,95,120,72,2,20,4,9,6,0,0,1,77,406
East Millsboro,55,28,22,1,11,1,4,4,0,2,1,1,130
East Moline,102,1382,1306,64,901,116,201,472,94,69,207,409,5323
East Montpelier,11,4,34,4,22,0,20,47,11,13,89,51,306
East Moriches,10,8,130,173,52,0,69,58,99,137,256,11,1003
East Nassau,9,4,67,13,50,1,28,50,13,59,70,52,416
East New Market,46,39,56,25,126,1,38,71,26,49,165,11,653
East Northport,6,1,54,527,29,2,623,199,1849,776,1274,27,5367
East Norwich,0,0,0,36,1,0,42,1,448,124,6,1,659
East Orange,1739,1942,541,16,944,2073,44,46,13,121,1502,3963,12944
East Otto,17,6,22,0,97,0,4,6,1,10,14,9,186
East Palatka,228,55,144,0,260,0,17,93,1,5,47,23,873
East Palestine,147,681,280,13,138,26,20,64,4,26,105,11,1515
East Peoria,402,488,327,394,584,264,336,774,148,306,1366,202,5591
East Petersburg,18,5,113,61,94,0,100,113,4,88,272,70,938
East Pittsburgh,85,395,83,4,54,61,20,30,1,17,61,58,869
East Point,29,174,28,2,55,4,3,6,1,11,24,5,342
East Prairie,282,244,169,10,219,91,9,5,4,11,83,117,1244
East Providence,162,319,664,20,594,10,151,218,13,233,335,2014,4733
East Quogue,4,0,22,100,107,4,210,380,95,121,70,14,1127
East Randolph,2,0,3,1,5,0,2,5,0,1,13,1,33
East Rochester,77,210,92,57,760,28,120,108,10,180,129,424,2195
East Rockaway,23,0,188,102,169,0,197,143,389,320,571,102,2204
East Rutherford,19,6,47,155,222,0,238,66,14,618,482,132,1999
East Ryegate,7,3,22,0,8,0,6,50,1,4,24,1,126
East Saint Louis,1201,4970,89,15,362,3613,39,15,11,14,86,570,10985
East Sandwich,4,4,10,50,45,0,383,177,129,109,299,4,1214
East Setauket,0,1,10,412,29,0,182,98,1411,853,216,26,3238
East Smithfield,0,1,306,0,3,0,2,0,0,0,3,0,315
East Sparta,16,81,251,6,156,9,42,30,2,8,12,10,623
East Springfield,22,79,97,4,41,0,2,15,5,8,14,23,310
East Stroudsburg,164,300,366,735,1987,94,435,325,25,435,3141,348,8355
East Syracuse,107,215,674,162,812,259,334,132,121,205,227,114,3362
East Taunton,48,0,28,315,126,0,279,93,8,237,173,3,1310
East Tawas,97,192,619,6,78,16,45,22,6,5,34,66,1186
East Thetford,2,0,26,4,5,1,46,21,7,19,44,12,187
East Troy,49,8,187,102,133,0,147,417,55,223,601,118,2040
East Wakefield,5,4,256,1,44,1,7,13,3,7,6,3,350
East Wallingford,4,1,41,1,13,0,7,35,2,5,16,4,129
East Walpole,1,0,45,121,8,0,82,36,68,215,168,16,760
East Wareham,102,34,174,9,50,2,80,30,19,77,433,156,1166
East Waterboro,12,2,44,7,116,0,16,47,2,53,167,10,476
East Waterford,17,56,40,1,15,0,3,2,0,2,6,20,162
East Wenatchee,168,761,744,265,631,81,311,647,78,459,882,660,5687
East Weymouth,28,59,191,120,395,62,327,278,121,549,554,585,3269
East Windsor,2,3,139,7,244,0,50,38,15,75,376,218,1167
East Worcester,34,10,12,0,20,0,2,4,0,3,2,2,89
